Concept URI,Sprememba
http://data.europa.eu/esco/skill/270c4de9-97f9-4a7a-95d1-63670f1ec3bc,  + Dodano: ecosystem management
http://data.europa.eu/esco/skill/ab9f550c-fa8f-4fe8-9f9f-e02d45bff570,  - Odstranjeno: follow given instructions
http://data.europa.eu/esco/skill/0f5bd097-ed76-47f7-8f44-93be67967b5f,"  - Staro: explain financial technicalities to clients
  + Novo: explain financial jargon"
http://data.europa.eu/esco/skill/8ae07465-e7f2-4094-bd27-f4b8257f1e38,"  - Staro: maritime transportation technology
  + Novo: stay up-to-date with maritime transportation technology"
http://data.europa.eu/esco/skill/172112b9-1cf8-4b7c-818b-06f0205e52b3,"  - Staro: advise land owners of bridge inspection
  + Novo: advise on bridge inspection"
http://data.europa.eu/esco/skill/a0f6c6be-6998-49a5-a2da-d1483ff4e766,  + Dodano: conduct beamhouse operations
http://data.europa.eu/esco/skill/f76eeb55-2ad1-40ef-ba09-fa60e2c28b40,  + Dodano: design an artificial lighting system
http://data.europa.eu/esco/skill/b82f51d0-38d1-45f6-99a0-4586309c6b60,"  - Staro: assess the necessity of new farming technologies
  + Novo: assess new farming technologies"
http://data.europa.eu/esco/skill/a94dbd21-611b-4540-9ce0-66db8e8f6ed8,  + Dodano: coastal management
http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,  + Dodano: describe electric drive system
http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,  + Dodano: green bonds
http://data.europa.eu/esco/skill/9caea66c-68d6-4dd9-bfec-b106aa6f235a,"  - Staro: advise museum director
  + Novo: advise on cultural exhibitions"
http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,  + Dodano: determine appropriate heating and cooling system 
http://data.europa.eu/esco/skill/670ebf56-761c-4d3d-865a-db14085b77f7,  + Dodano: apply procedures and regulations for eco-labelling
http://data.europa.eu/esco/skill/02c71cde-f513-43da-8952-0974763c7568,"  - Staro: circuit diagrams
  + Novo: interpret circuit diagrams"
http://data.europa.eu/esco/skill/7faee267-fd31-44a0-87ce-7e0382cf516f,  - Odstranjeno: identify purpose of analysis
http://data.europa.eu/esco/skill/469748ce-051a-407e-9099-0c9415ac2705,  + Dodano: approach challenges positively
http://data.europa.eu/esco/skill/45f0bf36-2410-4041-8b43-9d3b079afe33,"  - Staro: research outdoor activities
  + Novo: research areas for outdoor activity"
http://data.europa.eu/esco/skill/cc473121-0838-413d-a34e-e1788b2826cb,  + Dodano: define specifications for clothing
http://data.europa.eu/esco/skill/1dabb413-18e8-48ed-a963-44978e67ad32,  + Dodano: calculate probabilities
http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,  + Dodano: conduct research across disciplines
http://data.europa.eu/esco/skill/bc97c755-2174-4d02-adaf-21b8b1863742,"  - Staro: environmental aspects of inland waterway transportation
  + Novo: manage environmental aspects of inland waterway transportation"
http://data.europa.eu/esco/skill/e7844840-0fc2-4e79-a0f7-384b4dbc88f6,  - Odstranjeno: use Swoogle
http://data.europa.eu/esco/skill/8143d024-c593-49d2-834a-e9e9df1110b8,"  - Staro: content of airworthiness directives
  + Novo: airworthiness directives"
http://data.europa.eu/esco/skill/20ba084f-129c-4c5e-b39f-539913e0acc4,  - Odstranjeno: operate handheld devices
http://data.europa.eu/esco/skill/c28553f4-1745-401a-82b3-7ce8460bed33,  + Dodano: capacity building
http://data.europa.eu/esco/skill/e7d6c4f1-baa6-438e-ac0d-1107ddb204e9,"  - Staro: search for a suitable location
  + Novo: search for a suitable filming location"
http://data.europa.eu/esco/skill/43268a87-8280-4e3f-bf97-97dc973d60ef,"  - Staro: act as a company ambassador
  + Novo: represent the company"
http://data.europa.eu/esco/skill/2f7656ee-6b33-45bb-a2c7-5eba4e437324,  + Dodano: manage rubber products development
http://data.europa.eu/esco/skill/d2dc31f1-720c-4757-bc1b-9e563d264dcf,"  - Staro: advise on organisation climate
  + Novo: advise on organisational culture"
http://data.europa.eu/esco/skill/e71c6cee-7247-49f4-829a-141c880ae938,"  - Staro: advise on security risk management
  + Novo: advice on security risk management"
http://data.europa.eu/esco/skill/9c6e951f-aa88-4890-983d-e7a6ee49f5bb,"  - Staro: plan marketing campaign
  + Novo: plan marketing campaigns"
http://data.europa.eu/esco/skill/67bb7cb3-1baf-475f-9290-0f5781d09415,  - Odstranjeno: trim bovine hooves
http://data.europa.eu/esco/skill/6742977a-aa00-4c8c-9861-898b0373907e,"  - Staro: promote sustainable management
  + Novo: advise on sustainable management policies"
http://data.europa.eu/esco/skill/2db2667c-bbaf-4e30-8640-c9a647bd2512,"  - Staro: analyse various types of water
  + Novo: perform water analysis"
http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31,  + Dodano: engage with stakeholders
http://data.europa.eu/esco/skill/6789d5a3-34ca-4417-bb93-331319b01da3,  + Dodano: draft tender documentation
http://data.europa.eu/esco/skill/c44b3ddd-1a5a-4a3d-9dc2-a1f0b0d5e25f,"  - Staro: investigate customer complaints
  + Novo: investigate customer complaints of food products"
http://data.europa.eu/esco/skill/2fb4b423-c1e4-407d-ba48-38032d8dcda2,"  - Staro: manage collected waste
  + Novo: manage waste rock"
http://data.europa.eu/esco/skill/20f013ea-748a-40c3-82c6-f839b5175ba5,"  - Staro: determine leather goods warehouse layout
  + Novo: determine lather goods warehouse layout"
http://data.europa.eu/esco/skill/7049ac98-0368-4bb2-84d4-5366d1c0f2ac,  + Dodano: conduct online competitive analysis
http://data.europa.eu/esco/skill/ebf99a7b-6c2c-4f77-af00-e04765cfcaed,"  - Staro: perform manual cutting for footwear uppers
  + Novo: cut footwear uppers"
http://data.europa.eu/esco/skill/896a5e0c-7ac9-4e59-a9bf-17fdca6b1c37,  + Dodano: promote the principles of democracy and rule of law
http://data.europa.eu/esco/skill/7ea2e50b-baf7-45d3-9811-676cb85f5eb8,  + Dodano: philology
http://data.europa.eu/esco/skill/6b4f794c-062e-4e05-863a-ae1bad44f395,  + Dodano: Monte Carlo simulation
http://data.europa.eu/esco/skill/43a02264-9393-43ed-b517-00dd99369710,"  - Staro: apply isopropyl alcohol safely
  + Novo: apply isopropyl alcohol "
http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,  + Dodano: data engineering
http://data.europa.eu/esco/skill/466af4b2-3467-4f4c-bf9a-8cfb0e0c8e21,"  - Staro: provide expertise on tanker operations
  + Novo: advise on tanker operations"
http://data.europa.eu/esco/skill/0df2e216-68ae-4952-b9dc-3c2f2bc04fe3,"  - Staro: maintain database
  + Novo: maintain freelance database"
http://data.europa.eu/esco/skill/280cb8a0-171f-4d92-965f-aeba64170bfe,  - Odstranjeno: create a safe environment to put participants at ease
http://data.europa.eu/esco/skill/5e641832-dafe-46fa-8e0a-b29b223f985a,  + Dodano: assess hydrogen production technologies
http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,  + Dodano: energy conservation
http://data.europa.eu/esco/skill/95bff246-c3ce-4181-a11b-e4363453c2f8,  + Dodano: environmental management standards
http://data.europa.eu/esco/skill/6e540395-ca49-4425-987d-b0268128fb31,"  - Staro: inspect for unauthorised connections
  + Novo: examine meters in connections"
http://data.europa.eu/esco/skill/67b169f0-8468-4cb7-a5ae-f227fe25f13e,"  - Staro: set up furniture in the building
  + Novo: arrange furniture"
http://data.europa.eu/esco/skill/24ccd586-3c38-4f60-ac70-8f984ca13449,  + Dodano: tanning process
http://data.europa.eu/esco/skill/b3444d1c-a325-4b5c-a997-2f467b15641a,"  - Staro: advise customers on audiovisual equipment installation
  + Novo: advise  customers on audiovisual equipment installation"
http://data.europa.eu/esco/skill/0e667579-d045-4c6a-b0f3-230a61edd014,  + Dodano: model power electronics
http://data.europa.eu/esco/skill/920764e7-43c6-42c0-b2a6-2cbcc07fafc2,"  - Staro: monitor equipment
  + Novo: monitor equipment condition"
http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,  + Dodano: computer vision
http://data.europa.eu/esco/skill/301bcf97-4444-461d-82a5-78f3830f9185,"  - Staro: identify talent in sport
  + Novo: identify talent"
http://data.europa.eu/esco/skill/043c477b-71f6-43e9-8927-ca854fc55252,"  - Staro: communicate house rules
  + Novo: communicate gambling rules"
http://data.europa.eu/esco/skill/41ce355e-1cbe-46e4-a36b-e7eb6e108bee,  - Odstranjeno: perform technical sound check
http://data.europa.eu/esco/skill/ca326dd0-324f-43fe-81c5-4b40ddb35223,  + Dodano: indicators used in EU funds programme operations
http://data.europa.eu/esco/skill/d7d53919-5313-4f23-a701-d12f86c03a60,  + Dodano: use resource-efficient technologies in hospitality
http://data.europa.eu/esco/skill/7159e587-c7cb-4ec0-a662-03e1dee2cccb,  + Dodano: research design
http://data.europa.eu/esco/skill/6f2ac3e9-859e-442e-91fd-2db1a2bc8467,"  - Staro: assist healthcare users achieve autonomy in everyday activities
  + Novo: assist healthcare users achieve autonomy"
http://data.europa.eu/esco/skill/bcf002ce-90f8-42e5-ac1b-5dba208639b0,  + Dodano: demonstrate trustworthiness
http://data.europa.eu/esco/skill/687c2470-c2bb-4891-a643-6bcee71a0ac5,  - Odstranjeno: install sprinkler systems
http://data.europa.eu/esco/skill/a3629b49-ef78-49ce-8538-033772d6e6ca,  + Dodano: perform a feasibility study on combined heat and power
http://data.europa.eu/esco/skill/6dd4ce8c-1813-429d-9f06-3382c4833ca3,  + Dodano: assess procurement needs
http://data.europa.eu/esco/skill/bc067d2e-e151-408f-8e34-24effd2b7fd6,  + Dodano: use e-procurement
http://data.europa.eu/esco/skill/2fe15c51-bd67-4e35-b7df-ed4bccf0186e,  - Odstranjeno: provide department schedule for staff
http://data.europa.eu/esco/skill/e71e0f4d-4ae7-42c9-bf71-ca5126727477,"  - Staro: control fish diseases
  + Novo: treat fish diseases"
http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,  + Dodano: promote open innovation in research
http://data.europa.eu/esco/skill/bbfb0e36-807c-492f-bed2-267224ba7bc7,  + Dodano: conduct research on food waste prevention
http://data.europa.eu/esco/skill/4c2c72df-3f3f-48e7-9993-a602354a75e4,  + Dodano: six sigma methods 
http://data.europa.eu/esco/skill/4da4587a-fd0b-4ca2-886c-c42a1562d432,  + Dodano: design cloud networks
http://data.europa.eu/esco/skill/a9e4a63b-6b88-44f6-b37f-94309856f5ba,  - Odstranjeno: schedule shifts
http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,  + Dodano: social alliances
http://data.europa.eu/esco/skill/87f88266-ad36-4cb7-98aa-5ac663993fd2,  - Odstranjeno: assess fish health condition
http://data.europa.eu/esco/skill/c8563d5d-9204-4337-870d-687b0d102972,"  - Staro: mark the information from the ground plans on the stage area
  + Novo: mark the stage area"
http://data.europa.eu/esco/skill/d5a7a793-78d2-4a11-baa1-1c9376f5e508,"  - Staro: assess the footcare requirements of the equid
  + Novo: assess equid footcare requirements"
http://data.europa.eu/esco/skill/d6b31d8d-2f47-425a-a2b2-a6dddb3d2b19,  + Dodano: types of digital badges
http://data.europa.eu/esco/skill/4ae00a8e-9f47-46da-b1c8-3641a29d9483,"  - Staro: artificially age furniture
  + Novo: age furniture artificially"
http://data.europa.eu/esco/skill/4097f39b-8f09-409b-abff-5ceed9fd3efb,"  - Staro: vehicle trends
  + Novo: stay up-to-date with vehicle trends"
http://data.europa.eu/esco/skill/555343c3-e580-4b3d-82dc-51af4e1b3b75,  + Dodano: define energy profiles
http://data.europa.eu/esco/skill/21934d08-3535-4dc2-ae67-fde9fd21dc60,  + Dodano: determine internal air quality parameters
http://data.europa.eu/esco/skill/58a15a33-2b41-4a7e-bb8a-777328b5d82a,"  - Staro: maintain the cleanliness of the toilet facilities
  + Novo: clean toilet facilities"
http://data.europa.eu/esco/skill/b65691e8-1b0f-4593-8d18-9ebb66e10383,"  - Staro: monitor roasting
  + Novo: monitor roasting "
http://data.europa.eu/esco/skill/fbdb276b-8765-4b89-9d03-345a372f8fa7,"  - Staro: look after trade delegations
  + Novo: host trade delegations"
http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4,  + Dodano: automate cloud tasks
http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b,  + Dodano: technology education
http://data.europa.eu/esco/skill/5efec19d-aca8-4608-b824-f8cf438a8dfe,  + Dodano: monitor recommendation follow-up
http://data.europa.eu/esco/skill/120b9b87-3aad-4a42-b5e7-1b146a672038,"  - Staro: record survey measurements
  + Novo: record survey data"
http://data.europa.eu/esco/skill/6b2f8802-0cbf-436e-a37f-ca55ede41bbc,  + Dodano: operate digital hardware
http://data.europa.eu/esco/skill/c298e9ff-da12-4e1a-81c9-34062b3d0f38,  - Odstranjeno: maintain silk worm breeding room
http://data.europa.eu/esco/skill/649cab01-fa5e-4721-bf63-76dccc34f3f6,"  - Staro: advise on potential safety hazards concerning heating systems
  + Novo: advise on hazards of heating systems"
http://data.europa.eu/esco/skill/a886afe5-6a20-40ac-b660-562d46f94d9e,  + Dodano: develop advanced materials
http://data.europa.eu/esco/skill/6ec33857-420a-411b-a313-e8946de36357,  + Dodano: healthcare administration
http://data.europa.eu/esco/skill/04b9627c-80a2-4723-9f07-46e76e11d09a,"  - Staro: tramway regulations
  + Novo: apply tramway regulations"
http://data.europa.eu/esco/skill/8e761884-6b17-4fd2-b9ca-20c66d187ca5,"  - Staro: prepare reports on fuel sold in fuel station
  + Novo: prepare fuel station reports"
http://data.europa.eu/esco/skill/d96b6330-c73f-443f-9048-702b2226f62b,"  - Staro: manage water treatment
  + Novo: treat contaminated water"
http://data.europa.eu/esco/skill/7dcb927b-9a77-4e93-b33c-d6ea28a45fde,"  - Staro: assemble health and safety resources
  + Novo: assemble health and safety resources in cultural venues"
http://data.europa.eu/esco/skill/a9dc530e-0e1f-4eef-a739-47bdfe11930e,  - Odstranjeno: show social competences
http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8,  + Dodano: digital content creation
http://data.europa.eu/esco/skill/ba1b0441-a6b8-4e57-8ccc-871012f63e42,  + Dodano: trading software
http://data.europa.eu/esco/skill/b17f4305-741a-4a1c-8fe8-6f11cb3d5c0a,  + Dodano: business communication
http://data.europa.eu/esco/skill/1b43a162-4527-4e1a-a189-8c7311d94d66,"  - Staro: identify service requirements
  + Novo: identify vehicles service requirements"
http://data.europa.eu/esco/skill/98302ca2-4c6e-4e2b-bb4a-c2303af8546e,"  - Staro: consider environmental factors in long-term care for animals
  + Novo: advise on long-term care for animals"
http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9,  + Dodano: business analytics
http://data.europa.eu/esco/skill/0d49200d-d3f1-4412-9168-999d97ffc12c,  - Odstranjeno: hammer cotton and oakum into seams
http://data.europa.eu/esco/skill/ae697c12-e99e-4ad7-9b36-040afef5861b,"  - Staro: advise customers on type of sporting equipment for specific purposes
  + Novo: advise on sporting equipment "
http://data.europa.eu/esco/skill/3883f52f-9f86-45eb-9d41-80cf9b9d8e8f,"  - Staro: follow up awarded grants
  + Novo: follow up the issued grants"
http://data.europa.eu/esco/skill/bd2102ea-c8d9-40f6-8327-211450120e96,"  - Staro: integrate building requirements of clients in the architectural design
  + Novo: integrate building requirements in the architectural design"
http://data.europa.eu/esco/skill/8faefbc1-4745-4b3f-9889-81cd1d40b67c,  + Dodano: evaluate tender
http://data.europa.eu/esco/skill/fd9c8437-6e20-47b5-8508-f23f442446c2,"  - Staro: load pallets
  + Novo: pallets loading"
http://data.europa.eu/esco/skill/9979e727-3104-42e0-8f41-4af2578111ea,  + Dodano: perform PESTEL analysis
http://data.europa.eu/esco/skill/5c1145a9-8c57-4369-bd89-e20ca0f64b6f,"  - Staro: manage snail breeding
  + Novo: breed snails"
http://data.europa.eu/esco/skill/bf4779c9-ce55-4110-a996-a7014ca3f1f9,  + Dodano: green automotive technologies
http://data.europa.eu/esco/skill/08f09776-a8cd-4981-a5d2-21e01ecf078d,"  - Staro: calculate materials
  + Novo: calculate materials to build equipment"
http://data.europa.eu/esco/skill/02ae2a55-4b7c-41d2-86ec-9a2a38b73fe6,"  - Staro: advise customers on usage of care products for pets
  + Novo: advise on care products for pets"
http://data.europa.eu/esco/skill/5ea2d808-461b-4a56-b669-69fefc1b80da,  + Dodano: capital goods industry
http://data.europa.eu/esco/skill/055192dc-f16c-4855-835d-19cac6ff20aa,  + Dodano: life sciences
http://data.europa.eu/esco/skill/7af76a2b-6bba-4350-9bfa-980e50c98481,  + Dodano: SMED
http://data.europa.eu/esco/skill/9b22bea8-699d-4faf-8373-7a620a386817,"  - Staro: identify requirements of the work
  + Novo: identify requirements of the work in the artistic performance"
http://data.europa.eu/esco/skill/16e462b2-b8dd-4842-8c31-71d0fb4be474,  + Dodano: digital journalism
http://data.europa.eu/esco/skill/a88da605-095f-4a4f-be1c-d1444df8228a,  + Dodano: digital media
http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290,  + Dodano: augmented reality
http://data.europa.eu/esco/skill/88db9d39-0188-4ef1-a504-35a61f992b4a,"  - Staro: on board hazards
  + Novo: manage on board hazards"
http://data.europa.eu/esco/skill/1af2db15-2af9-44dd-9639-bf1fc69d4c34,  + Dodano: manage relationships with stakeholders
http://data.europa.eu/esco/skill/3a3f0909-9acc-459b-91f5-17e4e540b260,  - Odstranjeno: operate waste incinerator
http://data.europa.eu/esco/skill/6fa89c14-bf8e-42d7-ab24-40ecc643311f,  - Odstranjeno: set up your arts offer in places relevant to your potential employers/contractors
http://data.europa.eu/esco/skill/d57752ff-dc3f-45f6-908c-e97b9255f721,"  - Staro: make accurate drawings
  + Novo: make drawings"
http://data.europa.eu/esco/skill/30291328-7ba5-47a8-ab93-b11791836bb7,  + Dodano: vinegar fermentation process
http://data.europa.eu/esco/skill/8a55f0d9-e0d3-4303-872c-0547bd25109e,  - Odstranjeno: tend to passenger belongings
http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,"  - Staro: compose energy performance contracts
  + Novo: prepare energy performance contracts"
http://data.europa.eu/esco/skill/6b78965b-5d84-4db6-8e1c-466d9cb37965,  - Odstranjeno: implement instructions
http://data.europa.eu/esco/skill/fcbc6daf-8207-4f9e-aadb-5bbcb3f3ccc2,"  - Staro: analyse the comments of select audiences
  + Novo: analyse the comments of selected audiences"
http://data.europa.eu/esco/skill/66b95837-7ad1-4acd-b2a0-fdf2e55323c4,"  - Staro: interact with actions on stage
  + Novo: intervene with actions on stage"
http://data.europa.eu/esco/skill/2db0f332-1307-4fd5-bb4d-6f36cff15757,"  - Staro: manage participants' expectations
  + Novo: manage participants' expectations in arts"
http://data.europa.eu/esco/skill/4ef13dee-380d-4b76-9034-c4995045303f,  + Dodano: evaluate blockchain architectures
http://data.europa.eu/esco/skill/a9dc9e40-14a6-4899-93ec-29d5c79c2ebd,  + Dodano: manage procurement planning
http://data.europa.eu/esco/skill/1fcce318-3212-487a-ac07-4941bc85060d,  + Dodano: carry out project activities
http://data.europa.eu/esco/skill/701965fe-c7d9-4d84-a182-067dda7a9dba,  - Odstranjeno: perform adjustments as the work evolves
http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,"  - Staro: handle conflicts
  + Novo: resolve conflicts"
http://data.europa.eu/esco/skill/19a64e91-bfe3-4c48-9225-3bb1229b12f0,  + Dodano: show determination
http://data.europa.eu/esco/skill/d5e39a53-4f54-4d5f-9df3-b49664c9559d,  + Dodano: occupational health
http://data.europa.eu/esco/skill/7f8f7406-f613-4247-90d4-e7d4c83df917,"  - Staro: hold group music therapy sessions
  + Novo: organise group music therapy sessions"
http://data.europa.eu/esco/skill/53559aee-73ee-4fd2-9da9-57ddf1ed751f,"  - Staro: map the Earth's interior
  + Novo: map the mantle of the Earth"
http://data.europa.eu/esco/skill/226e5d40-e28c-46c2-b338-9d1c05e46198,"  - Staro: observe products' behaviour
  + Novo: observe products' behaviour under processing conditions"
http://data.europa.eu/esco/skill/e76f5374-f86d-431c-9704-475a38ce72be,  - Odstranjeno: identify improvement actions
http://data.europa.eu/esco/skill/00ff06cc-103f-4c85-b5df-6f75acff6abf,"  - Staro: advise customers
  + Novo: advise on customs regulations"
http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,  + Dodano: data analytics
http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,  + Dodano: lean manufacturing
http://data.europa.eu/esco/skill/1b5b4ecb-0c8a-48cd-a512-ef0007de2a27,"  - Staro: ensure proper visualisation of the operating site
  + Novo: arrange surgery operating site"
http://data.europa.eu/esco/skill/1cbeb169-76fe-4865-be00-6c7618c5fd9f,  + Dodano: deliberate prior learning assessment results
http://data.europa.eu/esco/skill/f3a96be9-639d-43e0-aed5-c596980798d6,"  - Staro: assist disabled passengers
  + Novo: assist disable passengers"
http://data.europa.eu/esco/skill/b0b3e72c-f6fb-4b02-b867-267e781cfdf1,  + Dodano: verify laser beam measurement
http://data.europa.eu/esco/skill/5c59dac1-0547-4068-b43c-ac59f1344448,  - Odstranjeno: demonstrate good manners
http://data.europa.eu/esco/skill/329d7233-7231-4082-8ca4-0b5e295785aa,"  - Staro: perform dusting activities
  + Novo: remove dust"
http://data.europa.eu/esco/skill/74cb80c4-df6b-4d79-a153-cb7b3b3b6eb0,  + Dodano: plan social media marketing campaigns
http://data.europa.eu/esco/skill/c9fcb537-963b-4b9e-910d-701e818a2d62,"  - Staro: comprehensively inspect aircraft
  + Novo: inspect aircraft"
http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,  + Dodano: manage findable accessible interoperable and reusable data
http://data.europa.eu/esco/skill/30907443-4253-4477-a758-5e2c0d6feb72,"  - Staro: advise customers on electrical household appliances' installation
  + Novo: advise on electrical household appliances' installation"
http://data.europa.eu/esco/skill/8e717546-5adb-4aa6-b3cf-dc7ee9f71c1c,"  - Staro: manage goat breeding
  + Novo: breed goats "
http://data.europa.eu/esco/skill/28ad7c97-9fb3-4b1d-846a-654e529ab8ac,  + Dodano: sustainable manufacturing
http://data.europa.eu/esco/skill/3740b2a0-c94e-4116-bf18-f9fdd5b59f56,  - Odstranjeno: provide leadership
http://data.europa.eu/esco/skill/2a69d6a0-b90f-4d50-bef8-a05d6704575d,  + Dodano: use media software
http://data.europa.eu/esco/skill/2c438b4b-4212-45f5-9625-ee21ac5061a9,  + Dodano: train volunteers
http://data.europa.eu/esco/skill/c4f97536-866b-4a4f-b91d-da07809ef2d8,  + Dodano: execute feasibility study on hydrogen
http://data.europa.eu/esco/skill/d8a37cc7-878d-4c76-af69-3584282d8a8f,  + Dodano: densiometry
http://data.europa.eu/esco/skill/d1a2437d-7eee-4c13-9104-0bb3dd7b45d6,"  - Staro: check material rescources
  + Novo: check material resources"
http://data.europa.eu/esco/skill/df4bbd2e-2403-4e45-aaaa-239b72386af4,  - Odstranjeno: direct fundraising activities
http://data.europa.eu/esco/skill/2174c1b0-e13c-4850-8e4d-2bc6183018bf,  + Dodano: cryptocurrency
http://data.europa.eu/esco/skill/98677499-4706-49cb-bb6c-0abe56542e33,  - Odstranjeno: schedule audiologist appointments
http://data.europa.eu/esco/skill/2879557e-7c79-4f58-b076-99505ef34918,"  - Staro: carry out specialised procedures for pigs
  + Novo: handle pigs"
http://data.europa.eu/esco/skill/db1484fb-3b59-439d-ae82-0905af2790aa,  - Odstranjeno: properties of fabrics
http://data.europa.eu/esco/skill/6e04cc9f-d409-49f0-9224-d9cb32e83631,  - Odstranjeno: persuade others
http://data.europa.eu/esco/skill/1c36a4d4-e2d5-46b8-a43b-b749fc3dc7e6,  - Odstranjeno: analyse client's physical condition
http://data.europa.eu/esco/skill/72bb3267-4759-43b9-a85d-3e6701eac0d4,"  - Staro: avoid unplanned ship maintenance
  + Novo: monitor vessel performance"
http://data.europa.eu/esco/skill/25bf3f6d-740f-48c3-ae8b-5709595cf71b,"  - Staro: perform shiatsu massages
  + Novo: give shiatsu massages"
http://data.europa.eu/esco/skill/bf983f2a-e941-4646-811d-cc81060cb53f,  + Dodano: build networks
http://data.europa.eu/esco/skill/9274d49b-94cb-4f85-b92b-b349f4d6d7bb,"  - Staro: purchase of bloodstock
  + Novo: purchase bloodstock"
http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,  + Dodano: provide training in sustainable tourism development and management
http://data.europa.eu/esco/skill/5c3ab99d-a3f1-4620-9602-d12d2151a03d,"  + Dodano: apply knowledge of science, technology and engineering"
http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b,  + Dodano: assistive technology in education
http://data.europa.eu/esco/skill/6b41fcd8-85eb-4b27-b409-05ffcc663a3d,"  - Staro: Prevent sea pollution
  + Novo: prevent sea pollution"
http://data.europa.eu/esco/skill/117df904-d348-4f14-bc92-feaaccba4ece,  - Odstranjeno: promote inclusion in organisations
http://data.europa.eu/esco/skill/330772b3-288c-41b9-a5f3-157f71bc938d,  + Dodano: paleography 
http://data.europa.eu/esco/skill/7ee872de-db39-4ae3-8e19-75d1a2cdf697,"  - Staro: develop curriculum
  + Novo: develop learning curriculum"
http://data.europa.eu/esco/skill/73c7d0d9-092f-4f6e-800a-5759f45a6fc6,"  - Staro: operate 2D CAD for footwear pattern engineering
  + Novo: operate 2D CAD for footwear"
http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5,  + Dodano: sustainable development goals 
http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a,  + Dodano: digital data processing
http://data.europa.eu/esco/skill/6221a924-095c-4cfc-814a-bb056cdba8d8,  + Dodano: apply social distancing protocols
http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,  + Dodano: computational biology
http://data.europa.eu/esco/skill/2be39143-3cf8-4b02-af8f-99e3dfb2fc24,"  - Staro: suggest revision
  + Novo: suggest revision of manuscripts"
http://data.europa.eu/esco/skill/4efb00d2-e8b3-4d13-8ab7-70bc7a0a8af9,  + Dodano: investigate microclimates for buildings
http://data.europa.eu/esco/skill/4e0a7f6e-b546-4cc6-9f8b-53e4fa31a426,  + Dodano: design smart grids 
http://data.europa.eu/esco/skill/8d0e4229-ab4d-4fec-a2e1-0bdfed44ecd7,  - Odstranjeno: develop advanced health promotion strategies
http://data.europa.eu/esco/skill/67bdd7f8-761e-4cb5-a561-be8e268a4f0a,  + Dodano: hydrology
http://data.europa.eu/esco/skill/3388229a-0bcb-4778-9fa8-d69ac2cede71,  + Dodano: understand written Luxembourgish
http://data.europa.eu/esco/skill/12a6ed6e-079e-4c72-a1e8-23391425a088,"  - Staro: supervise a script
  + Novo: supervise script preparation"
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,  + Dodano: promote the transfer of knowledge
http://data.europa.eu/esco/skill/bcd94e4d-1ab5-4e02-b474-590ae0a627e2,  - Odstranjeno: promote the air transport operator at events
http://data.europa.eu/esco/skill/c76ea1b8-25a3-4084-a684-dcf10b7c880c,  + Dodano: ecopedagogy
http://data.europa.eu/esco/skill/3e0c6522-b38f-4e22-a5b8-2522a576b5b5,"  - Staro: store wine properly
  + Novo: store wine "
http://data.europa.eu/esco/skill/9c652a9b-a773-4afa-becf-1186f9861fb9,  + Dodano: philanthropy
http://data.europa.eu/esco/skill/58bfa8b2-f39f-40c3-8e5e-2dc0d26c7601,  + Dodano: set up media integration systems
http://data.europa.eu/esco/skill/61ddacb8-c89f-48c2-afe8-9e1b14c0c8fb,  + Dodano: business incubation
