Concept URI,Sprememba
http://data.europa.eu/esco/skill/97725325-5287-4ebb-9f83-1ba2c38f465c,  + Dodano: produce sustainable products
http://data.europa.eu/esco/skill/6a429716-fa3d-453f-9b0c-658d25ed0085,"  - Staro: assess object condition
  + Novo: assess museum object condition"
http://data.europa.eu/esco/skill/e0408ce2-cba5-4e3e-a544-34752f99ca1c,"  - Staro: manage sheep breeding
  + Novo: breed sheep"
http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa,  + Dodano: maritime law
http://data.europa.eu/esco/skill/5ce5236e-93e2-4899-8971-fff526f85a01,  + Dodano: blockchain applications
http://data.europa.eu/esco/skill/ac2d4fd4-3704-42e5-b2a8-c8498c7a25a6,  - Odstranjeno: allocate badges
http://data.europa.eu/esco/skill/47a2917b-a771-4687-90fc-5562523cf4a6,  + Dodano: use performance 3D visualisation techniques 
http://data.europa.eu/esco/skill/afda6ca0-7aa8-41ef-ba5e-8dc607839daf,  + Dodano: computer graphics
http://data.europa.eu/esco/skill/0799c35e-8eae-42c8-acb5-61ba6dc37f8f,"  - Staro: stock tobacco products machines with materials
  + Novo: stock tobacco products' machines"
http://data.europa.eu/esco/skill/d84326c9-a3d3-4e22-a6a1-1ad42a356f10,  + Dodano: sustainability consulting
http://data.europa.eu/esco/skill/76415d7f-0fde-4364-b45f-5c044580d2aa,"  - Staro: create AutoCAD drawings
  + Novo: create CAD drawings"
http://data.europa.eu/esco/skill/06792b9d-b287-46ad-aa0e-1ae7efe13293,  - Odstranjeno: operate oil pumping systems
http://data.europa.eu/esco/skill/6fc6f757-6baa-49fe-9a82-6ba6a52f2e13,  + Dodano: interpret mathematical information
http://data.europa.eu/esco/skill/9437a218-22d2-4eb7-bc64-b4555eb4a95f,"  - Staro: contribute to education in medicine
  + Novo: teach medicine"
http://data.europa.eu/esco/skill/fa0b67d1-5bdf-40f2-914b-da8d62e81e27,  - Odstranjeno: understand instructions
http://data.europa.eu/esco/skill/5fd29c67-c905-4e34-98ff-f90ce6446b35,  + Dodano: European vehicle type-approval legislation
http://data.europa.eu/esco/skill/fba826dc-c801-446b-9bde-b989cea1b1c3,"  - Staro: liaise between the client and various transportation services
  + Novo: liaise with transportation services"
http://data.europa.eu/esco/skill/b94bc156-74ba-4ad0-88fa-4d4be07218f2,"  - Staro: preserve milk samples by chemical means
  + Novo: preserve milk samples"
http://data.europa.eu/esco/skill/5cd46e15-61ce-4f23-b688-2b9a8c08e2a0,  - Odstranjeno: forecast distribution activities
http://data.europa.eu/esco/skill/7ab9c3ac-14d5-46c4-a222-bc7889fb7612,"  - Staro: perform pre-blending of tobacco leaves
  + Novo: pre-blend tobacco leaves"
http://data.europa.eu/esco/skill/d90c6800-e653-4bdf-bc39-5f4e366fe68d,  + Dodano: advanced materials
http://data.europa.eu/esco/skill/41577315-0b55-41d1-9fa6-c4ad021d5783,"  - Staro: provide fertilizer recommendation for flowers
  + Novo: advise on plant fertilizer "
http://data.europa.eu/esco/skill/f206e732-110c-47ce-a53f-f00c9d97c90d,  + Dodano: talent management strategies
http://data.europa.eu/esco/skill/075228f2-d00d-4e24-9036-bccddbb9b414,  + Dodano: balance hydraulics of hot water systems
http://data.europa.eu/esco/skill/4e0ba879-1cf3-4260-822b-2c2e3cc5e269,  + Dodano: install onshore wind energy systems
http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1,  + Dodano: disseminate results to the scientific community
http://data.europa.eu/esco/skill/3be9e2fe-d793-4f35-91ed-61fbc55ae7db,  + Dodano: perform PCR covid test 
http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,  + Dodano: adopt ways to reduce pollution
http://data.europa.eu/esco/skill/458d8ab9-a385-4e78-9638-1c3f9ce3c586,"  - Staro: handle the disposal of chemicals
  + Novo: dispose of chemicals"
http://data.europa.eu/esco/skill/7e3d549f-e6f9-447d-a6c0-99b28ffa851f,  - Odstranjeno: maintain mould parts
http://data.europa.eu/esco/skill/c4b03a17-a93e-4a8e-9846-4c4d469d4001,  + Dodano: agroecology
http://data.europa.eu/esco/skill/1b08d1b9-af03-4175-8307-8f3660b42356,"  - Staro: identify drying defects
  + Novo: identify drying defects in wood"
http://data.europa.eu/esco/skill/935f7adb-b7fb-474f-a509-cddee89889d1,"  - Staro: read articles
  + Novo: review unpublished articles"
http://data.europa.eu/esco/skill/05a5f39f-e6c3-47b9-9824-f5d15e0bc885,"  - Staro: carry out shellfish depuration procedures
  + Novo: depurate shellfish"
http://data.europa.eu/esco/skill/f17846ea-7278-4b92-808e-bddeb6122cbe,"  - Staro: perform cleaning activities in an outdoor environment
  + Novo: perform outdoor cleaning activities"
http://data.europa.eu/esco/skill/eeca3780-8049-499f-a268-95a7ad26642c,  - Odstranjeno: SaaS (service-oriented modelling)
http://data.europa.eu/esco/skill/c05da420-4569-4ac7-bdd6-02fcec66dde9,  + Dodano: adhere to the ALARA principle
http://data.europa.eu/esco/skill/582e5e24-f400-4a79-a368-24654b0fe055,  - Odstranjeno: wash decks of ships
http://data.europa.eu/esco/skill/e2921c2d-c450-40d7-a01c-d251e971a1bc,"  - Staro: develop prepared animal feeds
  + Novo: develop animal feeds"
http://data.europa.eu/esco/skill/882acc84-4300-4533-a8ed-5bd7c65b9166,"  - Staro: tote reports
  + Novo: analyse tote reports"
http://data.europa.eu/esco/skill/968ea96d-42d0-44fe-94b0-f11d84a8234d,  - Odstranjeno: Windows Phone
http://data.europa.eu/esco/skill/873f4195-676d-4594-b6b4-c5d329fd840e,  + Dodano: design space for religious needs
http://data.europa.eu/esco/skill/32c2af8a-6bc7-499c-b9c5-d043c6d6e00a,"  - Staro: induce spawning of cultured aquaculture species
  + Novo: induce spawning and fertilisation on aquaculture species"
http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a,  + Dodano: scientific literature
http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,  + Dodano: design cloud architecture
http://data.europa.eu/esco/skill/7f4d1dee-bc5a-495a-926b-17b383b8d8fd,  + Dodano: green building standards
http://data.europa.eu/esco/skill/1614113b-c344-4435-a47d-6e467f653e26,"  - Staro: implement improvement procedures in airport operations
  + Novo: implement improvements in airport operations"
http://data.europa.eu/esco/skill/1dfdcd2a-0df8-40f2-991f-f033798b7ea7,  - Odstranjeno: stimulate the performers' kinaesthetic sense
http://data.europa.eu/esco/skill/51e3675d-9fb2-46d3-99a7-1e6c137ed093,  - Odstranjeno: be attentive
http://data.europa.eu/esco/skill/3377f3b2-4ba2-457f-b29d-8df59e8cfba8,  - Odstranjeno: observe student's progress
http://data.europa.eu/esco/skill/2705b6b9-c7e6-4c26-ac40-8051f1b37d16,"  - Staro: drug investigations
  + Novo: perform drug investigations"
http://data.europa.eu/esco/skill/4a21c9f4-d3a1-492f-ae6e-edbed5565c56,"  - Staro: manage geese breeding
  + Novo: breed geese"
http://data.europa.eu/esco/skill/35f1be97-06c4-4367-a067-7e0e94f2fa70,  - Odstranjeno: use digital device operating systems
http://data.europa.eu/esco/skill/b2f05068-c409-43ec-ba58-b5dfe991ca5e,"  - Staro: advise on social responsibility and sustainability matters
  + Novo: advise on corporate social responsibility "
http://data.europa.eu/esco/skill/873f205a-05f8-45f8-b544-fe963a3edc1e,  + Dodano: address identified risks
http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562,  + Dodano: make data-driven decisions
http://data.europa.eu/esco/skill/802e6973-3270-4cf0-86e4-a6835caf1ba6,  + Dodano: project management methodology (PM²)
http://data.europa.eu/esco/skill/73cc1ce2-4ada-4ae1-9f8e-d7efadcd52f6,  + Dodano: design an electric heating system
http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,  + Dodano: demonstrate disciplinary expertise
http://data.europa.eu/esco/skill/e2482d6f-90c8-4b93-997b-7d2556d2579d,"  - Staro: idenfify if a company is a going concern
  + Novo: identify if a company is a going concern"
http://data.europa.eu/esco/skill/8e35a47d-49b3-4937-aeb1-3629be14c3d5,  - Odstranjeno: develop watering schedules
http://data.europa.eu/esco/skill/e45507ff-c1e2-4e0c-92fb-b6c0e6cb6245,  + Dodano: photovoltaic systems
http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,  + Dodano: perform a feasibility study for building management systems
http://data.europa.eu/esco/skill/c2617b44-886a-485e-8393-bc0fc6339539,  + Dodano: management consulting
http://data.europa.eu/esco/skill/4f72d295-bdda-4900-9ffe-e353d06db721,"  - Staro: inspect batches
  + Novo: inspect batches of mixed products"
http://data.europa.eu/esco/skill/68269b0a-35c5-4867-bc17-a0b0230fe60c,"  - Staro: ensure quality of final product
  + Novo: ensure finished product meet requirements"
http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3,  + Dodano: build team spirit
http://data.europa.eu/esco/skill/d78dedfc-21d2-45fd-ba05-e56b7a8865e6,  + Dodano: network standards
http://data.europa.eu/esco/skill/524e1461-7d8b-42e1-a108-9023afb9fce5,  - Odstranjeno: store produced pyrotechnics
http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2,  + Dodano: design building envelope systems
http://data.europa.eu/esco/skill/70dce910-ea3e-47ba-9c36-012b9ca214c7,"  - Staro: preserve regional sweet traditions
  + Novo: prepare regional sweet dishes"
http://data.europa.eu/esco/skill/c5a79467-ff77-4b90-baec-8e864cba1ab4,  - Odstranjeno: clean moulds
http://data.europa.eu/esco/skill/761e1acc-d38b-4524-9890-6a119fb7e98c,  + Dodano: support local tourism
http://data.europa.eu/esco/skill/3821d148-ef26-4658-8200-b6c6c0395167,"  - Staro: cultivate plankton production
  + Novo: cultivate plankton "
http://data.europa.eu/esco/skill/fb6f5f61-f3b8-40ba-8363-c8d762325ff7,  - Odstranjeno: types of wood materials
http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,"  - Staro: give advice to others
  + Novo: advise others"
http://data.europa.eu/esco/skill/34a80161-73fd-4a45-b135-ead89d4f37ee,"  - Staro: report on possible hazards
  + Novo: report on possible equipment hazards"
http://data.europa.eu/esco/skill/b4057ecb-06d6-45db-a352-ce73e3fd991d,  + Dodano: blockchain history
http://data.europa.eu/esco/skill/adcca622-b933-4ba3-bc43-bf371879edc3,  + Dodano: data security principles
http://data.europa.eu/esco/skill/3ed6e1d7-6a79-4f5b-83fb-8784a8da60cc,  + Dodano: plan fabric manufacturing process
http://data.europa.eu/esco/skill/4bd3cd7d-b061-4cc2-ba8d-3262065ebbf0,"  - Staro: fit up sound on stage
  + Novo: prepare sound equipment on stage"
http://data.europa.eu/esco/skill/6561f116-70de-47d8-80b8-f0e2a1d2cf11,  + Dodano: perform feasibility study on solar heating
http://data.europa.eu/esco/skill/c38610b0-1165-41ec-bbf1-0d62a82a5b04,  + Dodano: perform hydrodynamics calculations
http://data.europa.eu/esco/skill/d53eab76-e8ff-4e28-af26-7e012951c763,  + Dodano: measure company's sustainability performance
http://data.europa.eu/esco/skill/ca71c597-51c2-4ead-a7b0-b108bce89caf,  + Dodano: cognitive computing
http://data.europa.eu/esco/skill/9b862976-aa05-4bde-8ed6-8f39790edd0f,  + Dodano: procurement legislation
http://data.europa.eu/esco/skill/17924c75-45f4-4593-afac-eea0d51f04b5,  + Dodano: defence standard procedures
http://data.europa.eu/esco/skill/1e33acd6-4cdf-4daa-8704-5fb84b7e6137,  + Dodano: prepare parts for post processing
http://data.europa.eu/esco/skill/feb330a2-791e-460d-9e58-83559081fcc8,"  - Staro: provide humanitarian advice
  + Novo: advise on humanitarian aid"
http://data.europa.eu/esco/skill/8c339895-feac-45b0-a860-4c92424b9b84,  - Odstranjeno: move the herd
http://data.europa.eu/esco/skill/14d133af-6662-490e-9716-a4cc1e26676a,"  - Staro: present a cause
  + Novo: advocate a cause"
http://data.europa.eu/esco/skill/6cb9c23b-e3bc-4917-b588-26c4cef9d920,"  - Staro: maintenance and repair
  + Novo: maintenance operations"
http://data.europa.eu/esco/skill/cffda1a9-3f86-4766-ae1c-18d616d2651e,  - Odstranjeno: apply clinical physiotherapy skills
http://data.europa.eu/esco/skill/dffead66-27f4-4eb6-83e6-ad150bc8ee54,  - Odstranjeno: assist passenger embarkation
http://data.europa.eu/esco/skill/cf22091e-45d4-459e-88b2-cd34c5a46ccd,  - Odstranjeno: develop game management plans
http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb,  + Dodano: sustainable technologies
http://data.europa.eu/esco/skill/7110bf9f-b245-4adc-9159-5081013fd64d,"  - Staro: communicate effectively in healthcare
  + Novo: communicate in healthcare"
http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,  + Dodano: ICT safety
http://data.europa.eu/esco/skill/af6ea157-8c10-4c5b-8015-0e184946127a,  + Dodano: outline blockchain-based identity management
http://data.europa.eu/esco/skill/41d697c1-46bc-4e6c-ab91-002a43f75cf2,"  - Staro: communicate with stakeholders to anticipate increases in demand for transport
  + Novo: anticipate transport demand"
http://data.europa.eu/esco/skill/34d6ed30-5d35-44b9-9498-fd15badb5f28,"  - Staro: recommend market-related measures
  + Novo: advise on market strategies"
http://data.europa.eu/esco/skill/32adf439-5bbc-4759-8f05-fbaacdac60a6,"  - Staro: handle kitchen equipment according to the requirements
  + Novo: handle kitchen equipment"
http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15,  + Dodano: human-robot collaboration
http://data.europa.eu/esco/skill/23872ce8-ea42-44ac-9b00-ccc0dc407209,  + Dodano: perform a feasibility study on electric heating
http://data.europa.eu/esco/skill/5c845ff8-b3f7-42b1-a846-a4238a8b404e,"  - Staro: use ICT recources to solve work related tasks
  + Novo: use ICT resources to solve work related tasks"
http://data.europa.eu/esco/skill/761de590-ca64-423f-a5a7-8639abd8c615,  + Dodano: energy micro-generation technologies
http://data.europa.eu/esco/skill/189ef81e-5b3e-4c26-b49c-cfd05f140c35,"  - Staro: stock fish into holding units
  + Novo: stock fish "
http://data.europa.eu/esco/skill/9fcccbbf-2ad8-471a-b1d1-61e15fa0b066,  - Odstranjeno: check animal feeding behaviour
http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,"  - Staro: Lean project management
  + Novo: lean project management"
http://data.europa.eu/esco/skill/4ed6d13e-a39e-4033-b1ae-d6f2c616d834,  - Odstranjeno: advise customers on vehicle's extra services
http://data.europa.eu/esco/skill/65d796ba-2cac-41b0-abfb-1f2f980a4893,  + Dodano: interact verbally in Luxembourgish
http://data.europa.eu/esco/skill/eade4171-3d57-4fb2-9518-44d5a1da4ff5,  + Dodano: build trust
http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,  + Dodano: integrate biogas energy in buildings
http://data.europa.eu/esco/skill/11f49a71-1df4-45eb-a613-d66d12660052,  - Odstranjeno: develop awareness for your group participants
http://data.europa.eu/esco/skill/a2eb9bb5-e539-4c71-98a7-595709f2d699,  - Odstranjeno: manage inventory of camping supplies
http://data.europa.eu/esco/skill/aca0ed11-96f2-43b0-850f-93503565d949,"  - Staro: collect samples from animals for diagnostic purposes
  + Novo: collect samples from animals"
http://data.europa.eu/esco/skill/a2dfc063-7b24-4258-a778-d395c41d4966,"  - Staro: help write technical riders
  + Novo: write technical riders"
http://data.europa.eu/esco/skill/4bb50410-7826-44e3-95c1-ffcc3ae32b49,"  - Staro: help clarify how various components work together
  + Novo: clarify how various components work together"
http://data.europa.eu/esco/skill/3e222abe-4bc3-4189-b92a-26727e84234d,  - Odstranjeno: stack packaged items
http://data.europa.eu/esco/skill/8353579b-20e3-440a-874d-178ccc574cdc,  - Odstranjeno: ensure accurate screening of luggage in aerodromes
http://data.europa.eu/esco/skill/27c7910a-c3b5-4d8d-a713-a6c334929a42,  + Dodano: spatial planning
http://data.europa.eu/esco/skill/b1ef509e-f191-405a-8419-51663b08922e,  + Dodano: implement a management system
http://data.europa.eu/esco/skill/4e3db6d7-88b8-492d-89e5-a93d01c3e369,  + Dodano: social development
http://data.europa.eu/esco/skill/b618584f-6bdf-4d8f-89a7-f28c2c95afc2,  + Dodano: comply with regulations
http://data.europa.eu/esco/skill/81ad8286-cc55-4a08-92a6-38474c35c893,  + Dodano: instructional strategies
http://data.europa.eu/esco/skill/12428071-1ec8-4d52-a0ce-3eee78e1e1be,"  - Staro: carry out records management
  + Novo: perform records management"
http://data.europa.eu/esco/skill/c900bdb8-0ed1-4d39-80f8-6e0a05a575f4,"  - Staro: work with e-services available to clients
  + Novo: work with e-services available to citizens"
http://data.europa.eu/esco/skill/4600a787-39b0-4bf1-aa69-e586262342f0,  + Dodano: state aid regulations
http://data.europa.eu/esco/skill/a1be36ca-a753-4143-98c3-09ede5e60057,"  - Staro: effective perception of transport environment
  + Novo: transport topography"
http://data.europa.eu/esco/skill/79fc83a3-9c76-4e21-b766-2e9c0f8d31eb,  + Dodano: patient safety theories
http://data.europa.eu/esco/skill/c71e5209-dfb8-456d-a1ad-5ac657a92812,  + Dodano: use agronomic modelling
http://data.europa.eu/esco/skill/01267c89-b27f-4de0-b555-3683c5a5d66e,  - Odstranjeno: assess nutritional characteristics of food
http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,  + Dodano: solve problems
http://data.europa.eu/esco/skill/a680cd32-f11d-48bd-9fbe-379aabb76e75,"  - Staro: facilitate coated workpieces to dry
  + Novo: dry coated workpieces"
http://data.europa.eu/esco/skill/1e430736-abcd-43a6-aec6-8ca3c57d72c6,"  - Staro: use osteopathic techniques to improve health of animals
  + Novo: provide osteopathic treatment to animals"
http://data.europa.eu/esco/skill/aa2a10db-ba2d-4e2c-a6e0-14848c64c10b,  + Dodano: show impartiality in an assessment situation
http://data.europa.eu/esco/skill/f3c5fae0-c0e3-4410-bc09-62bd82d4cecc,  + Dodano: support employability of people with disabilities
http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,  + Dodano: design indicators for food waste reduction
http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,  + Dodano: perform a feasibility study on heat pumps
http://data.europa.eu/esco/skill/f7a76fcc-7159-4eb3-8cbb-865fcc6084ca,"  - Staro: spa products
  + Novo: keep up to date with spa products"
http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,  + Dodano: domain name service
http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,  + Dodano: recycle livestock manure
http://data.europa.eu/esco/skill/bfa1e1a3-b0f9-4e46-b247-fe1c64bfeedf,  - Odstranjeno: build miniature props
http://data.europa.eu/esco/skill/cb86ea85-0776-4720-984c-e16f228c9bc3,"  - Staro: have a high level of safety awareness
  + Novo: act with a high level of safety awareness"
http://data.europa.eu/esco/skill/a01243ed-cd31-44d5-b8ee-b19f6718425e,"  - Staro: manage cage nets
  + Novo: maintain cage nets"
http://data.europa.eu/esco/skill/c4867766-50f8-489e-98d7-262da5589c0a,  + Dodano: solar products
http://data.europa.eu/esco/skill/d2309723-3472-46d2-865a-db81db2269b6,  + Dodano: recognise blockchain risks
http://data.europa.eu/esco/skill/0760bfac-9a03-427a-ad84-ccd33a2f2ae8,  + Dodano: mathematical modelling
http://data.europa.eu/esco/skill/e2e5d534-bf89-466b-a2a7-ea1b1f26222d,"  - Staro: determine child placement
  + Novo: determine child welfare"
http://data.europa.eu/esco/skill/2b6bc32d-c60d-435b-931f-79bd3404f8b9,  + Dodano: use capturing systems for live performance
http://data.europa.eu/esco/skill/c6aeb1ba-d89e-4551-bb25-ae0b548efb79,  - Odstranjeno: handle broodstock
http://data.europa.eu/esco/skill/2181d77e-d515-49fa-b638-0be505c18149,"  - Staro: adjust eyeglasses to fit customers
  + Novo: adjust eyeglasses "
http://data.europa.eu/esco/skill/ce689fb5-2c21-4f96-a4b0-d02d4af35923,  + Dodano: design passive energy measures
http://data.europa.eu/esco/skill/89d25455-184b-4c20-9cbc-9f5f89df500f,"  - Staro: maintain animal accommodation
  + Novo: maintain animal accommodation hygienic"
http://data.europa.eu/esco/skill/5bb4e18e-4bee-428c-b8b6-7316e4704b92,  - Odstranjeno: carry out recruiting services
http://data.europa.eu/esco/skill/44847349-e7ff-4bdb-82b9-6a18140efcaf,  + Dodano: recognise blockchain application areas
http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,"  - Staro: manufacture confectionery
  + Novo: manufacturing of confectionery"
http://data.europa.eu/esco/skill/6f30181d-65b5-4527-b36e-a686d47fed84,  + Dodano: bicycle sharing systems
http://data.europa.eu/esco/skill/896c43c3-0af9-41e3-867b-56b1ffda0b3e,  + Dodano: computational physics
http://data.europa.eu/esco/skill/73576419-31c2-4e45-8e30-ab1afec3db4e,  + Dodano: use sustainable materials and components
http://data.europa.eu/esco/skill/7e14f8f7-8907-4501-bb96-3685d399a188,  + Dodano: support the autonomy of young people
http://data.europa.eu/esco/skill/334cd662-0415-44ac-bc8a-e24b320b4284,"  - Staro: communicate on the youth's well-being
  + Novo: communicate about youth's well-being"
http://data.europa.eu/esco/skill/16236090-1409-415a-a51e-d3b6767bf9d1,"  - Staro: delineate area with marks
  + Novo: delineate mine area"
http://data.europa.eu/esco/skill/89d574b8-f0ea-4ae8-9008-f575e37e9f11,  + Dodano: implement smart contracts
http://data.europa.eu/esco/skill/9f72c931-f94d-4faa-83e4-8674c399f5d2,  + Dodano: social entrepreneurship
http://data.europa.eu/esco/skill/8193f6c6-80d5-4542-a316-2b783e3d8ad9,  - Odstranjeno: plan learning curriculum
http://data.europa.eu/esco/skill/c89a3068-fe2d-404a-b505-eeeee71b3da0,"  - Staro: manage agri-tourism activites
  + Novo: manage agritourism activities"
http://data.europa.eu/esco/skill/ae965e49-06f1-442f-87bf-e48fc1e1d8b6,"  - Staro: analyse the care quality
  + Novo: analyse quality of nurse care"
http://data.europa.eu/esco/skill/80967a8e-0477-4c5e-8550-4af6e5157626,  - Odstranjeno: work with shape and space
http://data.europa.eu/esco/skill/39f67488-cfd3-4370-8d7e-da98163102d9,  + Dodano: evaluate research activities
http://data.europa.eu/esco/skill/5b0d14b1-0bf6-4f6b-b922-4becc213f0aa,"  - Staro: handle dangerous goods
  + Novo: transport dangerous goods"
http://data.europa.eu/esco/skill/b080a008-a35d-4bd0-92e9-edf3773bb2b7,  + Dodano: use communication and collaboration software
http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728,  + Dodano: distribution of heating cooling and hot water
http://data.europa.eu/esco/skill/0d85dc6f-ea26-49a9-85b9-532441b000e2,"  - Staro: manage the logistics of medicinal products
  + Novo: handle the logistics of medicinal products"
http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,  + Dodano: measure sustainability of tourism activities
http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,  + Dodano: synthesise information
http://data.europa.eu/esco/skill/87da57a8-ae40-41e3-998e-f517daa95c9a,"  - Staro: handle chemical products for soil and plants
  + Novo: handling chemical products for soil and plants"
http://data.europa.eu/esco/skill/41daf4d3-33b8-4199-b814-e54964d277b6,"  - Staro: textile materials
  + Novo: properties of textile materials"
http://data.europa.eu/esco/skill/7ce196c4-65c5-4aa0-88a2-9ab08eb9fd49,  + Dodano: academic English
http://data.europa.eu/esco/skill/6495182b-d548-425d-8596-bdf527c98cd7,  - Odstranjeno: prepare planting area
http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce,"  - Staro: engage in citizenship through digital technologies
  + Novo: use e-services"
http://data.europa.eu/esco/skill/ce86c869-4623-45d7-b466-5db0f077017b,  + Dodano: plan beamhouse operations
http://data.europa.eu/esco/skill/9f43c56e-3ec5-490b-ab02-2e42fb700ca9,"  - Staro: help determine the context in which the work will be presented
  + Novo: determine context to present the work"
http://data.europa.eu/esco/skill/5ab5e8f8-f99f-4f4f-874a-3a9e748ae44e,  - Odstranjeno: manage crop maintenance functions
http://data.europa.eu/esco/skill/63f9a5bc-f070-46a6-bea7-c6b9e9dbacc3,  + Dodano: envelope systems for buildings
http://data.europa.eu/esco/skill/a79f8c60-2cf6-4819-81cd-34119953d4ba,  - Odstranjeno: validate amusement park tickets
http://data.europa.eu/esco/skill/ab1cb4c3-8a39-4e26-aa53-6e0680eb08dc,  + Dodano: domestic cooling systems
http://data.europa.eu/esco/skill/9d826cd5-12b5-4a49-914e-635810c1dde0,  + Dodano: apply quality standards in youth services
http://data.europa.eu/esco/skill/734187e4-650e-4a0a-a7f8-826cd4757229,"  - Staro: check payment
  + Novo: check payrolls"
http://data.europa.eu/esco/skill/132df8d4-7aac-47cb-951b-a6f4f6fa5a08,"  - Staro: manage rabbit breeding
  + Novo: breed rabbits "
http://data.europa.eu/esco/skill/22119088-b2ac-4b13-9b3c-5bc01ef3ce72,"  - Staro: create specific enamels
  + Novo: create enamels"
http://data.europa.eu/esco/skill/9b5aa426-7daa-4143-8d70-c3623e8c7e60,  + Dodano: design window and glazing systems
http://data.europa.eu/esco/skill/81c50c62-f78e-4aa1-a252-5a714318c7aa,"  - Staro: manipulate medical devices' materials
  + Novo: manipulate medical devices materials"
http://data.europa.eu/esco/skill/5cd1930c-278d-4929-b413-27352f5b3687,"  - Staro: deal with uncertainty
  + Novo: cope with uncertainty"
http://data.europa.eu/esco/skill/557c86b8-a0bc-4545-bb30-d141b1d60bc1,"  - Staro: conduct clinical research
  + Novo: conduct clinical software research"
http://data.europa.eu/esco/skill/123b9ac9-1f11-49bb-b4a5-74677e2eb86b,"  - Staro: meet non vessel operating common carriers rules
  + Novo: non vessel operating common carrier regulations"
http://data.europa.eu/esco/skill/fcb7ca53-130f-451e-b29f-b0aa6d41ea86,  + Dodano: holography
http://data.europa.eu/esco/skill/95a41cf5-4037-4c96-91a8-c34b41637224,  - Odstranjeno: support colleagues
http://data.europa.eu/esco/skill/d0245e61-204f-48ca-911b-45e564732682,  + Dodano: reconstruct program theory
http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7,  + Dodano: manage intellectual property rights
http://data.europa.eu/esco/skill/1fce1197-3a5b-45b7-8797-575cd3b57a01,  + Dodano: show commitment
http://data.europa.eu/esco/skill/f41f8ff8-b3c6-4f83-9e17-bfa857a01c94,"  - Staro: comment drafts
  + Novo: examine legislative drafts"
http://data.europa.eu/esco/skill/ed2383a8-d361-4453-99d4-1c88aceffeb4,  + Dodano: document prior learning assessments
http://data.europa.eu/esco/skill/2bc626f8-32ce-4131-9f65-c52929d55a95,  + Dodano: electric heating systems
http://data.europa.eu/esco/skill/2bd4c69f-8704-4db5-8862-a75565fe41d5,  + Dodano: sport psychology
http://data.europa.eu/esco/skill/906e5de0-f86d-4a10-a89b-30cee6a09adf,  + Dodano: hoshin kanri strategic planning
http://data.europa.eu/esco/skill/303c6ab0-21c3-4b09-ac77-d405936857d9,  + Dodano: sustainable installation materials
http://data.europa.eu/esco/skill/3e679f1c-e515-4f1b-82b3-2a7e848183a5,"  - Staro: collaborate in the drafting of policies
  + Novo: advise on drafting policies"
http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4,  + Dodano: smart city features
http://data.europa.eu/esco/skill/de5c97d3-ad28-49e8-bc97-fa5c7521d6f2,  + Dodano: establish connections with young people
http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,  + Dodano: identify blockchain innovation opportunities
http://data.europa.eu/esco/skill/a044a90e-be8b-446e-9703-e42cc34c3551,"  - Staro: validate raw materials using adequate equipment
  + Novo: validate raw materials"
